Image_ID,Tier,Person,Child,Horse,Building,Weapon,Vehicle,Tree,Clothing,Text,Animal,Primary_Scene,Ambiguity_Notes
PPN1886983089/00000042_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN188238251X/00000052_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882325680/00000295_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641668/00000101_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000093_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641668/00000083_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000146_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000142_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000138_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000122_0,Silver,1,0,0,0,0,0,0,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641218/00000112_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000106_0,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000100_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641218/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641218/00000078_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000286_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000285_0,Silver,1,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1882268474/00000284_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000282_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000281_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000273_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641668/00000194_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000186_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000184_0,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000177_1,Silver,0,0,0,0,0,0,0,0,0,0,drawing,[SYNTHETIC — replace with human labels]
PPN1756641668/00000163_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000151_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000140_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000129_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000128_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000127_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641668/00000122_0,Silver,1,0,0,0,0,0,0,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1882268474/00000272_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000271_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1882268474/00000270_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000264_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000261_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1882268474/00000255_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000250_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000146_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000137_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000128_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000123_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000118_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000208_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756641668/00000201_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756641668/00000199_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000230_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000218_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000212_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000202_1,Silver,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000078_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000070_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000060_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000164_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000162_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000159_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756642230/00000151_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000158_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000138_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000125_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000117_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000101_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000097_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000080_0,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000078_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000138_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000136_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000128_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000121_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000120_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000117_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000101_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882268474/00000047_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000210_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000206_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000159_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000142_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000121_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000163_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000162_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000151_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000150_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000145_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000144_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882218795/00000047_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1882191447/00000159_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000278_0,Silver,1,0,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000277_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000276_0,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000271_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000267_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000262_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000259_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000254_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000254_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000252_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000250_1,Silver,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000246_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000244_0,Silver,1,1,0,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000210_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000206_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000201_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000237_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000226_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000222_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000214_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000202_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000186_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000183_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000174_1,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000171_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000240_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000237_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000233_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000230_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000221_2,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000218_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000163_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000162_1,Silver,1,0,0,0,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1881728234/00000162_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000156_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000155_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000151_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000141_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000140_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000138_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000128_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000126_1,Silver,1,0,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000122_0,Silver,1,0,0,0,0,0,0,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000264_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000262_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000260_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000259_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000255_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000250_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000247_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000100_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000093_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1881728234/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000084_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000083_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000080_0,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000078_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000062_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000060_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756655391/00000043_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756650470/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756650470/00000078_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756648816/00000273_0,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000269_1,Silver,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756648816/00000268_1,Silver,1,0,0,0,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1756648816/00000266_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000052_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000052_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1881728234/00000047_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880506351/00000047_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN188044660X/00000010_1,Silver,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN188044660X/00000007_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN188044660X/00000005_0,Silver,1,1,0,1,0,0,0,1,0,1,teaching,[SYNTHETIC — replace with human labels]
PPN188044660X/00000001_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904235/00000097_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756655391/00000043_3,Silver,1,0,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1756655391/00000043_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000090_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000078_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000074_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000063_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000053_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000052_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000052_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000045_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000043_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880349418/00000042_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880343215/00000040_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880335123/00000051_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000045_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000024_3,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904812/00000101_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756904537/00000031_1,Silver,0,0,1,1,0,0,1,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1880315505/00000008_4,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880109913/00000045_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1880109913/00000041_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879951932/00000159_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879951932/00000101_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879951932/00000093_0,Silver,1,1,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1879905868/00000023_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879905868/00000008_3,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879905868/00000007_4,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879905868/00000006_4,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879904624/00000063_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879904624/00000045_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000061_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000059_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000056_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000054_3,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000081_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000063_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000062_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000112_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000094_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000088_2,Silver,1,0,0,1,0,0,0,1,0,0,drawing,[SYNTHETIC — replace with human labels]
PPN175690989X/00000074_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000074_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000047_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN175690989X/00000045_2,Silver,1,1,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000128_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000127_0,Silver,1,0,0,1,0,0,0,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756910774/00000126_2,Silver,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756910774/00000126_1,Silver,1,0,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1756910774/00000122_0,Silver,1,0,0,0,0,0,0,0,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756910774/00000121_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000121_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000116_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000115_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000054_1,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000052_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000050_6,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000050_5,Silver,1,1,0,1,0,0,0,1,1,0,drawing,[SYNTHETIC — replace with human labels]
PPN1879901595/00000050_3,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000048_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000044_3,Silver,0,0,0,0,0,0,0,0,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1879901595/00000043_3,Silver,1,0,0,1,0,0,0,1,0,0,landscape,[SYNTHETIC — replace with human labels]
PPN1879901595/00000043_2,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000163_2,Silver,1,0,0,1,0,0,0,1,0,0,drawing,[SYNTHETIC — replace with human labels]
PPN1756910774/00000162_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
PPN1756910774/00000161_1,Silver,1,1,1,1,0,0,1,1,0,1,landscape,[SYNTHETIC — replace with human labels]
PPN1756910774/00000159_0,Silver,1,1,0,1,0,0,0,1,0,0,teaching,[SYNTHETIC — replace with human labels]
