image_id,raw_name,width,height,scene_labels,n_scene_labels,n_boxes,label_teaching,label_family,label_playing,label_landscape,label_drawing
00000035_6,images/PPN1772048259_00000035_6.jpg,558,894,landscape,1,0,0,0,0,1,0
00000037_2,images/PPN1772048259_00000037_2.jpg,614,800,landscape,1,0,0,0,0,1,0
00000037_5,images/PPN1772048259_00000037_5.jpg,1470,352,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1772072788_00000052_0.jpg,4724,5958,drawing,1,0,0,0,0,0,1
00000057_4,images/PPN1772073377_00000057_4.jpg,498,716,drawing,1,0,0,0,0,0,1
00000089_2,images/PPN1772076147_00000089_2.jpg,1748,506,drawing,1,0,0,0,0,0,1
00000136_0,images/PPN1772210390_00000136_0.jpg,2124,2266,playing,1,0,0,0,1,0,0
00000226_0,images/PPN1772210390_00000226_0.jpg,2002,2376,drawing,1,0,0,0,0,0,1
00000298_0,images/PPN1772210390_00000298_0.jpg,1792,2116,teaching,1,0,1,0,0,0,0
00000101_0,images/PPN1772211451_00000101_0.jpg,1914,3298,drawing,1,0,0,0,0,0,1
00000183_0,images/PPN1772211451_00000183_0.jpg,1738,2848,family,1,0,0,1,0,0,0
00000145_0,images/PPN1772225347_00000145_0.jpg,1650,966,drawing,1,0,0,0,0,0,1
00000159_0,images/PPN1772225347_00000159_0.jpg,1834,1338,drawing,1,0,0,0,0,0,1
00000289_0,images/PPN1772229768_00000289_0.jpg,1818,2844,drawing,1,0,0,0,0,0,1
00000007_0,images/PPN1772229946_00000007_0.jpg,1774,1452,family,1,0,0,1,0,0,0
00000125_0,images/PPN1772229946_00000125_0.jpg,1648,1240,drawing,1,0,0,0,0,0,1
00000211_0,images/PPN1772229946_00000211_0.jpg,1610,1232,drawing,1,0,0,0,0,0,1
00000159_0,images/PPN1772415278_00000159_0.jpg,1868,2682,drawing,1,0,0,0,0,0,1
00000319_0,images/PPN1772432601_00000319_0.jpg,2164,3754,drawing,1,0,0,0,0,0,1
00000250_2,images/PPN177243499X_00000250_2.jpg,316,346,drawing,1,0,0,0,0,0,1
00000199_0,images/PPN1772436712_00000199_0.jpg,1778,3210,landscape,1,0,0,0,0,1,0
00000389_0,images/PPN1772560480_00000389_0.jpg,1680,2286,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1772585998_00000127_0.jpg,1680,1486,drawing,1,0,0,0,0,0,1
00000136_0,images/PPN1772585998_00000136_0.jpg,1706,1410,drawing,1,0,0,0,0,0,1
00000200_0,images/PPN1772585998_00000200_0.jpg,1660,1444,drawing,1,0,0,0,0,0,1
00000222_0,images/PPN1772585998_00000222_0.jpg,1676,1424,drawing,1,0,0,0,0,0,1
00000243_0,images/PPN1772585998_00000243_0.jpg,1744,1540,drawing,1,0,0,0,0,0,1
00000252_0,images/PPN1772585998_00000252_0.jpg,1714,1602,landscape,1,0,0,0,0,1,0
00000281_0,images/PPN1772585998_00000281_0.jpg,1708,1526,landscape,1,0,0,0,0,1,0
00000285_0,images/PPN1772585998_00000285_0.jpg,1692,1408,drawing,1,0,0,0,0,0,1
00000293_0,images/PPN1772585998_00000293_0.jpg,1424,1236,drawing,1,0,0,0,0,0,1
00000331_0,images/PPN1772585998_00000331_0.jpg,1710,1454,drawing,1,0,0,0,0,0,1
00000334_0,images/PPN1772585998_00000334_0.jpg,1748,1524,landscape,1,0,0,0,0,1,0
00000097_0,images/PPN177259153X_00000097_0.jpg,2022,2652,playing,1,0,0,0,1,0,0
00000304_0,images/PPN1772789666_00000304_0.jpg,2360,3754,drawing,1,0,0,0,0,0,1
00000053_1,images/PPN1772816434_00000053_1.jpg,8044,3072,landscape,1,0,0,0,0,1,0
00000074_1,images/PPN1772816434_00000074_1.jpg,766,316,drawing,1,0,0,0,0,0,1
00000043_1,images/PPN1772818453_00000043_1.jpg,3304,4148,family,1,0,0,1,0,0,0
00000045_1,images/PPN1772818453_00000045_1.jpg,3262,3830,family,1,0,0,1,0,0,0
00000077_1,images/PPN1773267817_00000077_1.jpg,4244,6264,landscape,1,0,0,0,0,1,0
00000187_1,images/PPN1773325531_00000187_1.jpg,2240,1930,landscape,1,0,0,0,0,1,0
00000116_1,images/PPN1773335928_00000116_1.jpg,516,632,drawing,1,0,0,0,0,0,1
00000151_0,images/PPN1773519565_00000151_0.jpg,1992,3370,drawing,1,0,0,0,0,0,1
00000237_0,images/PPN1773523929_00000237_0.jpg,2420,3552,landscape,1,0,0,0,0,1,0
00000055_1,images/PPN1774162989_00000055_1.jpg,3176,1910,landscape,1,0,0,0,0,1,0
00000259_0,images/PPN1774366495_00000259_0.jpg,1886,3610,drawing,1,0,0,0,0,0,1
00000186_0,images/PPN1774377640_00000186_0.jpg,1592,2472,family,1,0,0,1,0,0,0
00000295_0,images/PPN1774377640_00000295_0.jpg,3678,2954,drawing,1,0,0,0,0,0,1
00000281_0,images/PPN1774386062_00000281_0.jpg,6712,3458,drawing,1,0,0,0,0,0,1
00000237_0,images/PPN1774449641_00000237_0.jpg,2318,3768,drawing,1,0,0,0,0,0,1
00000391_0,images/PPN1774449641_00000391_0.jpg,2412,3766,landscape,1,0,0,0,0,1,0
00000403_0,images/PPN1774449641_00000403_0.jpg,2538,3410,family,1,0,0,1,0,0,0
00000526_0,images/PPN1774450976_00000526_0.jpg,2126,3816,family,1,0,0,1,0,0,0
00000151_0,images/PPN177465900X_00000151_0.jpg,2262,4058,landscape,1,0,0,0,0,1,0
00000451_0,images/PPN177465900X_00000451_0.jpg,2470,4128,drawing,1,0,0,0,0,0,1
00000138_0,images/PPN1774683148_00000138_0.jpg,2282,4326,drawing,1,0,0,0,0,0,1
00000163_0,images/PPN1774683148_00000163_0.jpg,2436,4186,drawing,1,0,0,0,0,0,1
00000281_0,images/PPN1774683148_00000281_0.jpg,2174,3954,drawing,1,0,0,0,0,0,1
00000401_0,images/PPN1774683148_00000401_0.jpg,2532,3304,family,1,0,0,1,0,0,0
00000240_0,images/PPN1774684519_00000240_0.jpg,2056,4060,drawing,1,0,0,0,0,0,1
00000293_0,images/PPN1774684519_00000293_0.jpg,2372,4102,drawing,1,0,0,0,0,0,1
00000317_0,images/PPN1774684519_00000317_0.jpg,2100,3632,family,1,0,0,1,0,0,0
00000255_0,images/PPN1774772604_00000255_0.jpg,2082,3582,drawing,1,0,0,0,0,0,1
00000408_0,images/PPN1774772604_00000408_0.jpg,2456,3492,family,1,0,0,1,0,0,0
00000184_0,images/PPN1775600386_00000184_0.jpg,4008,4272,landscape,1,0,0,0,0,1,0
00000208_0,images/PPN1775600386_00000208_0.jpg,3978,4128,drawing,1,0,0,0,0,0,1
00000267_0,images/PPN1775608735_00000267_0.jpg,1550,2746,teaching,1,0,1,0,0,0,0
00000252_0,images/PPN177560909X_00000252_0.jpg,4310,3506,drawing,1,0,0,0,0,0,1
00000183_0,images/PPN1775609537_00000183_0.jpg,1582,2420,landscape,1,0,0,0,0,1,0
00000255_0,images/PPN1776213572_00000255_0.jpg,2628,3292,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1777230969_00000127_0.jpg,1610,2172,family,1,0,0,1,0,0,0
00000115_1,images/PPN1777955351_00000115_1.jpg,2238,2018,family,1,0,0,1,0,0,0
00000111_2,images/PPN1777963761_00000111_2.jpg,834,3656,drawing,1,0,0,0,0,0,1
00000112_0,images/PPN1777963761_00000112_0.jpg,1188,1178,drawing,1,0,0,0,0,0,1
00000271_0,images/PPN1777997488_00000271_0.jpg,1952,3390,family,1,0,0,1,0,0,0
00000352_0,images/PPN1778005683_00000352_0.jpg,1420,2254,drawing,1,0,0,0,0,0,1
00000351_0,images/PPN1778014941_00000351_0.jpg,1492,2326,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1778016081_00000052_0.jpg,1482,2326,drawing,1,0,0,0,0,0,1
00000374_0,images/PPN1778016081_00000374_0.jpg,1398,2382,drawing,1,0,0,0,0,0,1
00000390_0,images/PPN1778016081_00000390_0.jpg,1414,2554,drawing,1,0,0,0,0,0,1
00000235_1,images/PPN1778034748_00000235_1.jpg,1866,1582,drawing,1,0,0,0,0,0,1
00000289_0,images/PPN1778034748_00000289_0.jpg,1902,3362,drawing,1,0,0,0,0,0,1
00000331_0,images/PPN1778230326_00000331_0.jpg,2540,2110,drawing,1,0,0,0,0,0,1
00000393_0,images/PPN1778230326_00000393_0.jpg,2530,1768,drawing,1,0,0,0,0,0,1
00000317_0,images/PPN1778246605_00000317_0.jpg,2146,3004,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1778249299_00000127_0.jpg,1780,2790,drawing,1,0,0,0,0,0,1
00000183_0,images/PPN1778253024_00000183_0.jpg,1740,2992,drawing,1,0,0,0,0,0,1
00000133_1,images/PPN1778400116_00000133_1.jpg,452,738,drawing,1,0,0,0,0,0,1
00000101_0,images/PPN1778949681_00000101_0.jpg,1682,1440,drawing,1,0,0,0,0,0,1
00000112_0,images/PPN1778949681_00000112_0.jpg,1660,1376,drawing,1,0,0,0,0,0,1
00000186_0,images/PPN1778949681_00000186_0.jpg,1680,1312,drawing,1,0,0,0,0,0,1
00000035_0,images/PPN1779070705_00000035_0.jpg,2054,3122,drawing,1,0,0,0,0,0,1
00000033_0,images/PPN1779077831_00000033_0.jpg,2174,3196,drawing,1,0,0,0,0,0,1
00000197_0,images/PPN1779779038_00000197_0.jpg,1404,2076,drawing,1,0,0,0,0,0,1
00000274_0,images/PPN177982940X_00000274_0.jpg,880,1446,drawing,1,0,0,0,0,0,1
00000231_0,images/PPN1779851855_00000231_0.jpg,1844,3340,playing,1,0,0,0,1,0,0
00000197_0,images/PPN1779918518_00000197_0.jpg,2124,3224,drawing,1,0,0,0,0,0,1
00000233_0,images/PPN1779918518_00000233_0.jpg,2124,3214,drawing,1,0,0,0,0,0,1
00000146_0,images/PPN1780127847_00000146_0.jpg,2352,4030,landscape,1,0,0,0,0,1,0
00000266_0,images/PPN1780127847_00000266_0.jpg,2316,3640,drawing,1,0,0,0,0,0,1
00000288_0,images/PPN1780215975_00000288_0.jpg,1952,3384,drawing,1,0,0,0,0,0,1
00000100_0,images/PPN178040039X_00000100_0.jpg,2220,3656,playing,1,0,0,0,1,0,0
00000121_0,images/PPN178040039X_00000121_0.jpg,2508,3442,playing,1,0,0,0,1,0,0
00000159_0,images/PPN1780415818_00000159_0.jpg,4586,3976,drawing,1,0,0,0,0,0,1
00000040_2,images/PPN1780419686_00000040_2.jpg,2154,2630,drawing,1,0,0,0,0,0,1
00000055_3,images/PPN1780419686_00000055_3.jpg,1072,1210,drawing,1,0,0,0,0,0,1
00000067_3,images/PPN1780419686_00000067_3.jpg,480,744,drawing,1,0,0,0,0,0,1
00000069_5,images/PPN1780419686_00000069_5.jpg,1020,2186,drawing,1,0,0,0,0,0,1
00000072_2,images/PPN1780419686_00000072_2.jpg,2150,1272,drawing,1,0,0,0,0,0,1
00000075_1,images/PPN1780419686_00000075_1.jpg,2232,3938,drawing,1,0,0,0,0,0,1
00000088_3,images/PPN1780419686_00000088_3.jpg,996,564,drawing,1,0,0,0,0,0,1
00000088_7,images/PPN1780419686_00000088_7.jpg,880,942,drawing,1,0,0,0,0,0,1
00000097_10,images/PPN1780419686_00000097_10.jpg,496,730,drawing,1,0,0,0,0,0,1
00000099_3,images/PPN1780419686_00000099_3.jpg,922,510,drawing,1,0,0,0,0,0,1
00000100_1,images/PPN1780419686_00000100_1.jpg,2144,2698,drawing,1,0,0,0,0,0,1
00000106_1,images/PPN1780419686_00000106_1.jpg,2080,1316,drawing,1,0,0,0,0,0,1
00000233_0,images/PPN1780494912_00000233_0.jpg,1922,3074,family,1,0,0,1,0,0,0
00000272_1,images/PPN1780533055_00000272_1.jpg,1622,3330,playing,1,0,0,0,1,0,0
00000244_0,images/PPN178054314X_00000244_0.jpg,710,498,drawing,1,0,0,0,0,0,1
00000247_0,images/PPN178054314X_00000247_0.jpg,1630,2804,playing,1,0,0,0,1,0,0
00000138_0,images/PPN1780936192_00000138_0.jpg,1846,1474,drawing,1,0,0,0,0,0,1
00000244_0,images/PPN1780938667_00000244_0.jpg,2312,2940,drawing,1,0,0,0,0,0,1
00000409_0,images/PPN1780938667_00000409_0.jpg,2062,3284,landscape,1,0,0,0,0,1,0
00000535_0,images/PPN1780938667_00000535_0.jpg,414,344,drawing,1,0,0,0,0,0,1
00000290_0,images/PPN178211162X_00000290_0.jpg,1500,2474,family,1,0,0,1,0,0,0
00000151_0,images/PPN1782123903_00000151_0.jpg,2268,3276,drawing,1,0,0,0,0,0,1
00000215_1,images/PPN1782123903_00000215_1.jpg,2284,1916,drawing,1,0,0,0,0,0,1
00000185_1,images/PPN1782360212_00000185_1.jpg,2282,1932,drawing,1,0,0,0,0,0,1
00000156_0,images/PPN1782363319_00000156_0.jpg,2218,1874,family,1,0,0,1,0,0,0
00000248_1,images/PPN1782363319_00000248_1.jpg,2290,2040,landscape,1,0,0,0,0,1,0
00000076_1,images/PPN1782364110_00000076_1.jpg,2226,1914,landscape,1,0,0,0,0,1,0
00000151_0,images/PPN1782364110_00000151_0.jpg,2238,1952,landscape,1,0,0,0,0,1,0
00000212_1,images/PPN1782364110_00000212_1.jpg,2226,2000,drawing,1,0,0,0,0,0,1
00000279_1,images/PPN1782364110_00000279_1.jpg,2294,1928,drawing,1,0,0,0,0,0,1
00000289_0,images/PPN1782364110_00000289_0.jpg,2232,1994,drawing,1,0,0,0,0,0,1
00000289_1,images/PPN1782364110_00000289_1.jpg,2254,1938,drawing,1,0,0,0,0,0,1
00000307_0,images/PPN1782364110_00000307_0.jpg,2266,1960,drawing,1,0,0,0,0,0,1
00000352_0,images/PPN1784828394_00000352_0.jpg,2476,3974,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1784834920_00000127_0.jpg,2270,1818,drawing,1,0,0,0,0,0,1
00000293_0,images/PPN1784834920_00000293_0.jpg,2238,1860,drawing,1,0,0,0,0,0,1
00000145_0,images/PPN1785334654_00000145_0.jpg,1874,3054,drawing,1,0,0,0,0,0,1
00000261_0,images/PPN1785334654_00000261_0.jpg,1882,3384,drawing,1,0,0,0,0,0,1
00000307_0,images/PPN1785334654_00000307_0.jpg,1868,3302,drawing,1,0,0,0,0,0,1
00000314_0,images/PPN1785334654_00000314_0.jpg,1878,3184,drawing,1,0,0,0,0,0,1
00000475_0,images/PPN1785334654_00000475_0.jpg,1878,3456,drawing,1,0,0,0,0,0,1
00000097_0,images/PPN1785353411_00000097_0.jpg,1836,2104,teaching,1,0,1,0,0,0,0
00000183_0,images/PPN1785830945_00000183_0.jpg,1994,3234,drawing,1,0,0,0,0,0,1
00000279_0,images/PPN1785830945_00000279_0.jpg,1992,3266,drawing,1,0,0,0,0,0,1
00000377_0,images/PPN1785830945_00000377_0.jpg,2026,3388,drawing,1,0,0,0,0,0,1
00000355_0,images/PPN1785948083_00000355_0.jpg,1612,2470,drawing,1,0,0,0,0,0,1
00000307_0,images/PPN178646571X_00000307_0.jpg,1626,672,drawing,1,0,0,0,0,0,1
00000144_1,images/PPN1786478633_00000144_1.jpg,394,1618,drawing,1,0,0,0,0,0,1
00000445_0,images/PPN178650006X_00000445_0.jpg,1558,822,drawing,1,0,0,0,0,0,1
00000105_1,images/PPN1787213706_00000105_1.jpg,2416,1992,family,1,0,0,1,0,0,0
00000392_0,images/PPN1787215784_00000392_0.jpg,1850,3524,drawing,1,0,0,0,0,0,1
00000401_1,images/PPN1787215784_00000401_1.jpg,1896,3466,drawing,1,0,0,0,0,0,1
00000065_0,images/PPN1787228770_00000065_0.jpg,1880,3284,drawing,1,0,0,0,0,0,1
00000150_0,images/PPN178723231X_00000150_0.jpg,1798,2978,drawing,1,0,0,0,0,0,1
00000293_0,images/PPN1787286827_00000293_0.jpg,1608,2526,drawing,1,0,0,0,0,0,1
00000480_0,images/PPN1787286827_00000480_0.jpg,1584,668,drawing,1,0,0,0,0,0,1
00000097_0,images/PPN1787295095_00000097_0.jpg,1822,2776,drawing,1,0,0,0,0,0,1
00000180_0,images/PPN1787309118_00000180_0.jpg,2060,3600,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1787333280_00000052_0.jpg,1678,1420,drawing,1,0,0,0,0,0,1
00000232_2,images/PPN178738022X_00000232_2.jpg,822,694,drawing,1,0,0,0,0,0,1
00000151_0,images/PPN1787381919_00000151_0.jpg,2160,3326,drawing,1,0,0,0,0,0,1
00000159_0,images/PPN1787396169_00000159_0.jpg,1258,1722,drawing,1,0,0,0,0,0,1
00000079_2,images/PPN1787822087_00000079_2.jpg,1156,904,drawing,1,0,0,0,0,0,1
00000145_0,images/PPN1787830756_00000145_0.jpg,1346,1642,drawing,1,0,0,0,0,0,1
00000186_0,images/PPN1787830756_00000186_0.jpg,1884,2850,drawing,1,0,0,0,0,0,1
00000233_0,images/PPN1787968707_00000233_0.jpg,2436,2870,drawing,1,0,0,0,0,0,1
00000294_0,images/PPN1788026802_00000294_0.jpg,1696,2948,drawing,1,0,0,0,0,0,1
00000311_0,images/PPN1788026802_00000311_0.jpg,1712,2946,drawing,1,0,0,0,0,0,1
00000295_0,images/PPN1788325257_00000295_0.jpg,3500,4418,drawing,1,0,0,0,0,0,1
00000059_0,images/PPN1788891074_00000059_0.jpg,1760,3010,drawing,1,0,0,0,0,0,1
00000073_0,images/PPN1788891074_00000073_0.jpg,1764,2816,drawing,1,0,0,0,0,0,1
00000291_1,images/PPN1788892445_00000291_1.jpg,358,378,drawing,1,0,0,0,0,0,1
00000504_1,images/PPN1789041597_00000504_1.jpg,2184,3698,drawing,1,0,0,0,0,0,1
00000233_0,images/PPN1789090830_00000233_0.jpg,2012,3602,drawing,1,0,0,0,0,0,1
00000080_0,images/PPN1789210011_00000080_0.jpg,950,3054,drawing,1,0,0,0,0,0,1
00000347_0,images/PPN1789210011_00000347_0.jpg,4036,2738,drawing,1,0,0,0,0,0,1
00000255_0,images/PPN1789719666_00000255_0.jpg,2394,2696,drawing,1,0,0,0,0,0,1
00000159_0,images/PPN1789961505_00000159_0.jpg,1716,2442,drawing,1,0,0,0,0,0,1
00000339_0,images/PPN1789962056_00000339_0.jpg,1846,2498,landscape,1,0,0,0,0,1,0
00000353_0,images/PPN1789962056_00000353_0.jpg,1966,2640,landscape,1,0,0,0,0,1,0
00000127_0,images/PPN1789970830_00000127_0.jpg,1370,682,drawing,1,0,0,0,0,0,1
00000243_0,images/PPN1789971624_00000243_0.jpg,1358,628,drawing,1,0,0,0,0,0,1
00000111_2,images/PPN1793389012_00000111_2.jpg,1622,1216,drawing,1,0,0,0,0,0,1
00000119_2,images/PPN1793389012_00000119_2.jpg,1646,1316,drawing,1,0,0,0,0,0,1
00000141_2,images/PPN1793389012_00000141_2.jpg,1642,1526,drawing,1,0,0,0,0,0,1
00000161_1,images/PPN1793389012_00000161_1.jpg,1638,1192,drawing,1,0,0,0,0,0,1
00000226_0,images/PPN1793419833_00000226_0.jpg,2200,1592,drawing,1,0,0,0,0,0,1
00000214_0,images/PPN1793729778_00000214_0.jpg,1900,3384,playing,1,0,0,0,1,0,0
00000405_0,images/PPN1793813817_00000405_0.jpg,2328,3020,family,1,0,0,1,0,0,0
00000145_0,images/PPN1793829764_00000145_0.jpg,1726,3328,drawing,1,0,0,0,0,0,1
00000331_1,images/PPN1793829764_00000331_1.jpg,302,368,drawing,1,0,0,0,0,0,1
00000230_0,images/PPN1793948623_00000230_0.jpg,2336,2942,drawing,1,0,0,0,0,0,1
00000472_0,images/PPN179400954X_00000472_0.jpg,1554,772,drawing,1,0,0,0,0,0,1
00000044_0,images/PPN1794128425_00000044_0.jpg,1514,816,drawing,1,0,0,0,0,0,1
00000220_0,images/PPN179416507X_00000220_0.jpg,1494,1040,landscape,1,0,0,0,0,1,0
00000255_0,images/PPN1794356053_00000255_0.jpg,1484,338,drawing,1,0,0,0,0,0,1
00000361_0,images/PPN1794356053_00000361_0.jpg,980,1032,drawing,1,0,0,0,0,0,1
00000363_0,images/PPN1794356053_00000363_0.jpg,692,372,drawing,1,0,0,0,0,0,1
00000128_0,images/PPN1794378855_00000128_0.jpg,1886,2948,drawing,1,0,0,0,0,0,1
00000138_2,images/PPN1794408916_00000138_2.jpg,6374,1250,drawing,1,0,0,0,0,0,1
00000121_0,images/PPN1794410589_00000121_0.jpg,1910,3014,drawing,1,0,0,0,0,0,1
00000541_0,images/PPN1794507205_00000541_0.jpg,2174,2844,drawing,1,0,0,0,0,0,1
00000186_0,images/PPN1794509992_00000186_0.jpg,2104,3080,drawing,1,0,0,0,0,0,1
00000251_1,images/PPN1794517766_00000251_1.jpg,1356,730,drawing,1,0,0,0,0,0,1
00000344_2,images/PPN1795185473_00000344_2.jpg,460,1994,drawing,1,0,0,0,0,0,1
00000279_0,images/PPN1795565934_00000279_0.jpg,2002,2766,family,1,0,0,1,0,0,0
00000300_1,images/PPN1795565934_00000300_1.jpg,2346,2990,playing,1,0,0,0,1,0,0
00000247_0,images/PPN1795590475_00000247_0.jpg,2454,3462,landscape,1,0,0,0,0,1,0
00000289_0,images/PPN1795643900_00000289_0.jpg,1920,3164,family,1,0,0,1,0,0,0
00000529_0,images/PPN1795729252_00000529_0.jpg,1970,3078,drawing,1,0,0,0,0,0,1
00000391_0,images/PPN1795754729_00000391_0.jpg,2328,4112,drawing,1,0,0,0,0,0,1
00000413_0,images/PPN1795754729_00000413_0.jpg,2326,3728,drawing,1,0,0,0,0,0,1
00000210_0,images/PPN179575480X_00000210_0.jpg,1928,346,drawing,1,0,0,0,0,0,1
00000357_0,images/PPN1795757345_00000357_0.jpg,2412,3762,drawing,1,0,0,0,0,0,1
00000485_0,images/PPN1795757345_00000485_0.jpg,2444,3836,drawing,1,0,0,0,0,0,1
00000338_0,images/PPN1795839007_00000338_0.jpg,2186,3590,drawing,1,0,0,0,0,0,1
00000237_0,images/PPN1795855525_00000237_0.jpg,2278,3686,drawing,1,0,0,0,0,0,1
00000273_0,images/PPN1795855525_00000273_0.jpg,2276,3700,drawing,1,0,0,0,0,0,1
00000337_0,images/PPN1795860863_00000337_0.jpg,2394,3980,drawing,1,0,0,0,0,0,1
00000100_0,images/PPN1796033383_00000100_0.jpg,2136,3278,drawing,1,0,0,0,0,0,1
00000108_1,images/PPN1796033383_00000108_1.jpg,702,3712,drawing,1,0,0,0,0,0,1
00000247_0,images/PPN179614388X_00000247_0.jpg,1738,2380,drawing,1,0,0,0,0,0,1
00000015_4,images/PPN1796148962_00000015_4.jpg,1092,1000,drawing,1,0,0,0,0,0,1
00000019_2,images/PPN1796148962_00000019_2.jpg,1212,1184,drawing,1,0,0,0,0,0,1
00000021_4,images/PPN1796148962_00000021_4.jpg,1100,1100,drawing,1,0,0,0,0,0,1
00000121_0,images/PPN1796268674_00000121_0.jpg,4024,2550,landscape,1,0,0,0,0,1,0
00000197_0,images/PPN1796268674_00000197_0.jpg,4162,2368,landscape,1,0,0,0,0,1,0
00000201_0,images/PPN1796268674_00000201_0.jpg,4198,3036,family,1,0,0,1,0,0,0
00000121_0,images/PPN1796339091_00000121_0.jpg,4272,3174,landscape,1,0,0,0,0,1,0
00000145_0,images/PPN1796339091_00000145_0.jpg,4072,2954,landscape,1,0,0,0,0,1,0
00000159_0,images/PPN1796339091_00000159_0.jpg,4092,3082,landscape,1,0,0,0,0,1,0
00000281_0,images/PPN1796339091_00000281_0.jpg,4038,3148,landscape,1,0,0,0,0,1,0
00000289_0,images/PPN1796339091_00000289_0.jpg,4190,2896,drawing,1,0,0,0,0,0,1
00000296_0,images/PPN1796339091_00000296_0.jpg,4102,2594,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1796339679_00000127_0.jpg,4040,2558,drawing,1,0,0,0,0,0,1
00000197_0,images/PPN1796339679_00000197_0.jpg,4142,3224,landscape,1,0,0,0,0,1,0
00000201_0,images/PPN1796339679_00000201_0.jpg,4172,3004,drawing,1,0,0,0,0,0,1
00000243_0,images/PPN1796339679_00000243_0.jpg,4132,3300,landscape,1,0,0,0,0,1,0
00000277_0,images/PPN1796339679_00000277_0.jpg,4228,2998,drawing,1,0,0,0,0,0,1
00000281_2,images/PPN1796339679_00000281_2.jpg,3252,2324,drawing,1,0,0,0,0,0,1
00000258_0,images/PPN1796343501_00000258_0.jpg,2478,4228,drawing,1,0,0,0,0,0,1
00000052_0,images/PPN1797324489_00000052_0.jpg,2244,3262,drawing,1,0,0,0,0,0,1
00000045_1,images/PPN1797613367_00000045_1.jpg,1312,756,drawing,1,0,0,0,0,0,1
00000065_1,images/PPN1797613367_00000065_1.jpg,990,1010,drawing,1,0,0,0,0,0,1
00000307_0,images/PPN1798124211_00000307_0.jpg,2198,3890,drawing,1,0,0,0,0,0,1
00000101_0,images/PPN179823176X_00000101_0.jpg,2042,3262,drawing,1,0,0,0,0,0,1
00000298_0,images/PPN1799285928_00000298_0.jpg,2292,3810,drawing,1,0,0,0,0,0,1
00000342_1,images/PPN179963258X_00000342_1.jpg,896,2222,drawing,1,0,0,0,0,0,1
00000151_1,images/PPN1799638464_00000151_1.jpg,1750,1420,playing,1,0,0,0,1,0,0
00000159_0,images/PPN1799638464_00000159_0.jpg,1760,2894,drawing,1,0,0,0,0,0,1
00000111_1,images/PPN1799640698_00000111_1.jpg,2416,1918,drawing,1,0,0,0,0,0,1
00000251_1,images/PPN1799640698_00000251_1.jpg,2354,2302,drawing,1,0,0,0,0,0,1
00000111_1,images/PPN1799643530_00000111_1.jpg,568,2162,drawing,1,0,0,0,0,0,1
00000113_3,images/PPN1799643530_00000113_3.jpg,944,2090,drawing,1,0,0,0,0,0,1
00000123_1,images/PPN1799643530_00000123_1.jpg,1202,2016,drawing,1,0,0,0,0,0,1
00000127_2,images/PPN1799643530_00000127_2.jpg,1322,2054,drawing,1,0,0,0,0,0,1
00000131_1,images/PPN1799643530_00000131_1.jpg,1126,1214,drawing,1,0,0,0,0,0,1
00000155_1,images/PPN1799645274_00000155_1.jpg,1802,3004,drawing,1,0,0,0,0,0,1
00000121_0,images/PPN179971358X_00000121_0.jpg,2924,3468,family,1,0,0,1,0,0,0
00000089_1,images/PPN1799716813_00000089_1.jpg,2314,2502,drawing,1,0,0,0,0,0,1
00000415_1,images/PPN1799738051_00000415_1.jpg,2248,1854,drawing,1,0,0,0,0,0,1
00000457_1,images/PPN1799738051_00000457_1.jpg,2316,2038,drawing,1,0,0,0,0,0,1
00000465_0,images/PPN1799738051_00000465_0.jpg,2354,4016,drawing,1,0,0,0,0,0,1
00000479_0,images/PPN1799738051_00000479_0.jpg,2350,3990,drawing,1,0,0,0,0,0,1
00000523_0,images/PPN1799738051_00000523_0.jpg,2324,3970,drawing,1,0,0,0,0,0,1
00000623_0,images/PPN1799738051_00000623_0.jpg,2372,3968,drawing,1,0,0,0,0,0,1
00000645_0,images/PPN1799738051_00000645_0.jpg,2320,3986,drawing,1,0,0,0,0,0,1
00000006_0,images/PPN1799767094_00000006_0.jpg,1754,2526,drawing,1,0,0,0,0,0,1
00000074_1,images/PPN1799936392_00000074_1.jpg,1196,724,drawing,1,0,0,0,0,0,1
00000080_0,images/PPN1799936392_00000080_0.jpg,1276,770,drawing,1,0,0,0,0,0,1
00000100_0,images/PPN1799936392_00000100_0.jpg,696,1658,drawing,1,0,0,0,0,0,1
00000127_0,images/PPN1799936392_00000127_0.jpg,1108,1286,drawing,1,0,0,0,0,0,1
00000246_0,images/PPN1799944557_00000246_0.jpg,3060,3470,drawing,1,0,0,0,0,0,1
00000218_0,images/PPN1799956733_00000218_0.jpg,2144,3350,drawing,1,0,0,0,0,0,1
00000148_3,images/PPN1800029535_00000148_3.jpg,2244,1250,drawing,1,0,0,0,0,0,1
00000163_0,images/PPN1800035039_00000163_0.jpg,1644,1214,drawing,1,0,0,0,0,0,1
00000174_0,images/PPN1800035039_00000174_0.jpg,1720,1514,drawing,1,0,0,0,0,0,1
